Labour market region (SA4): ASGS (2011),date,percent part-time,sa4_code_2011
115 Sydney - Baulkham Hills and Hawkesbury,2005-05-01,34.99,115
116 Sydney - Blacktown,2005-05-01,23.61,116
117 Sydney - City and Inner South,2005-05-01,39.91,117
118 Sydney - Eastern Suburbs,2005-05-01,22.19,118
119 Sydney - Inner South West,2005-05-01,19.75,119
120 Sydney - Inner West,2005-05-01,33.61,120
121 Sydney - North Sydney and Hornsby,2005-05-01,23.62,121
122 Sydney - Northern Beaches,2005-05-01,13.59,122
123 Sydney - Outer South West,2005-05-01,23.09,123
124 Sydney - Outer West and Blue Mountains,2005-05-01,35.82,124
125 Sydney - Parramatta,2005-05-01,35.36,125
126 Sydney - Ryde,2005-05-01,36.02,126
127 Sydney - South West,2005-05-01,20.24,127
128 Sydney - Sutherland,2005-05-01,44.75,128
101 Capital Region,2005-05-01,28.62,101
103 New South Wales - Central West,2005-05-01,37.67,103
104 Coffs Harbour - Grafton,2005-05-01,38.47,104
105 Far West and Orana,2005-05-01,36.16,105
106 Hunter Valley exc Newcastle,2005-05-01,34.78,106
107 Illawarra,2005-05-01,45.89,107
108 Mid North Coast,2005-05-01,37.67,108
109 Murray,2005-05-01,37.75,109
110 New England and North West,2005-05-01,40.13,110
111 Newcastle and Lake Macquarie,2005-05-01,34.86,111
112 Richmond - Tweed,2005-05-01,32.79,112
113 Riverina,2005-05-01,34.68,113
114 Southern Highlands and Shoalhaven,2005-05-01,35.44,114
206 Melbourne - Inner,2005-05-01,36.88,206
207 Melbourne - Inner East,2005-05-01,19.52,207
208 Melbourne - Inner South,2005-05-01,19.08,208
209 Melbourne - North East,2005-05-01,18.69,209
210 Melbourne - North West,2005-05-01,31.82,210
211 Melbourne - Outer East,2005-05-01,40.43,211
212 Melbourne - South East,2005-05-01,33.58,212
213 Melbourne - West,2005-05-01,39.11,213
214 Mornington Peninsula,2005-05-01,38.36,214
201 Ballarat,2005-05-01,37.08,201
202 Bendigo,2005-05-01,38.82,202
203 Geelong,2005-05-01,34.88,203
204 Hume,2005-05-01,38.81,204
205 Latrobe - Gippsland,2005-05-01,38.53,205
215 Victoria - North West,2005-05-01,38.94,215
216 Shepparton,2005-05-01,35.84,216
217 Warrnambool and South West,2005-05-01,37.87,217
301 Brisbane - East,2005-05-01,40.61,301
302 Brisbane - North,2005-05-01,36.33,302
303 Brisbane - South,2005-05-01,32.44,303
304 Brisbane - West,2005-05-01,29.01,304
305 Brisbane Inner City,2005-05-01,16.57,305
310 Ipswich,2005-05-01,18.39,310
311 Logan - Beaudesert,2005-05-01,43.83,311
313 Moreton Bay - North,2005-05-01,44.67,313
314 Moreton Bay - South,2005-05-01,40.04,314
306 Cairns,2005-05-01,33.31,306
307 Darling Downs - Maranoa,2005-05-01,38.14,307
308 Fitzroy,2005-05-01,38.13,308
309 Gold Coast,2005-05-01,41.53,309
312 Mackay,2005-05-01,34.19,312
315 Queensland - Outback,2005-05-01,41.57,315
316 Sunshine Coast,2005-05-01,40.36,316
317 Toowoomba,2005-05-01,40.15,317
318 Townsville,2005-05-01,39.49,318
319 Wide Bay,2005-05-01,39.55,319
401 Adelaide - Central and Hills,2005-05-01,37.77,401
402 Adelaide - North,2005-05-01,22.64,402
403 Adelaide - South,2005-05-01,40.53,403
404 Adelaide - West,2005-05-01,32.39,404
405 Barossa - Yorke - Mid North,2005-05-01,32.69,405
406 South Australia - Outback,2005-05-01,37.98,406
407 South Australia - South East,2005-05-01,40.73,407
502 Mandurah,2005-05-01,41.21,502
503 Perth - Inner,2005-05-01,48.98,503
504 Perth - North East,2005-05-01,15.25,504
505 Perth - North West,2005-05-01,37.77,505
506 Perth - South East,2005-05-01,33.66,506
507 Perth - South West,2005-05-01,35.92,507
501 Bunbury,2005-05-01,33.61,501
508 Western Australia - Outback,2005-05-01,44.16,508
509 Western Australia - Wheat Belt,2005-05-01,44.79,509
601 Hobart,2005-05-01,39.47,601
602 Launceston and North East,2005-05-01,28.79,602
603 Tasmania - South East,2005-05-01,37.07,603
604 Tasmania - West and North West,2005-05-01,48.74,604
701 Darwin,2005-05-01,43.64,701
702 Northern Territory - Outback,2005-05-01,34.96,702
801 Australian Capital Territory,2005-05-01,34.36,801
102 Central Coast,2006-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-05-01,32.94,115
116 Sydney - Blacktown,2006-05-01,25.58,116
117 Sydney - City and Inner South,2006-05-01,41.33,117
118 Sydney - Eastern Suburbs,2006-05-01,19.42,118
119 Sydney - Inner South West,2006-05-01,14.22,119
120 Sydney - Inner West,2006-05-01,34.63,120
121 Sydney - North Sydney and Hornsby,2006-05-01,20.77,121
122 Sydney - Northern Beaches,2006-05-01,12.53,122
123 Sydney - Outer South West,2006-05-01,22.05,123
124 Sydney - Outer West and Blue Mountains,2006-05-01,35.00,124
125 Sydney - Parramatta,2006-05-01,34.93,125
126 Sydney - Ryde,2006-05-01,33.57,126
127 Sydney - South West,2006-05-01,17.50,127
128 Sydney - Sutherland,2006-05-01,41.12,128
101 Capital Region,2006-05-01,27.57,101
103 New South Wales - Central West,2006-05-01,33.51,103
104 Coffs Harbour - Grafton,2006-05-01,37.37,104
105 Far West and Orana,2006-05-01,34.79,105
106 Hunter Valley exc Newcastle,2006-05-01,31.61,106
107 Illawarra,2006-05-01,42.43,107
108 Mid North Coast,2006-05-01,36.34,108
109 Murray,2006-05-01,39.42,109
110 New England and North West,2006-05-01,43.90,110
111 Newcastle and Lake Macquarie,2006-05-01,35.72,111
112 Richmond - Tweed,2006-05-01,32.86,112
113 Riverina,2006-05-01,33.75,113
114 Southern Highlands and Shoalhaven,2006-05-01,36.06,114
206 Melbourne - Inner,2006-05-01,31.85,206
207 Melbourne - Inner East,2006-05-01,15.95,207
208 Melbourne - Inner South,2006-05-01,17.41,208
209 Melbourne - North East,2006-05-01,20.81,209
210 Melbourne - North West,2006-05-01,32.22,210
211 Melbourne - Outer East,2006-05-01,40.79,211
212 Melbourne - South East,2006-05-01,32.93,212
213 Melbourne - West,2006-05-01,37.20,213
214 Mornington Peninsula,2006-05-01,37.42,214
201 Ballarat,2006-05-01,39.38,201
202 Bendigo,2006-05-01,35.48,202
203 Geelong,2006-05-01,31.95,203
204 Hume,2006-05-01,35.97,204
205 Latrobe - Gippsland,2006-05-01,39.31,205
215 Victoria - North West,2006-05-01,40.87,215
216 Shepparton,2006-05-01,31.99,216
217 Warrnambool and South West,2006-05-01,43.45,217
301 Brisbane - East,2006-05-01,40.41,301
302 Brisbane - North,2006-05-01,33.49,302
303 Brisbane - South,2006-05-01,30.89,303
304 Brisbane - West,2006-05-01,27.32,304
305 Brisbane Inner City,2006-05-01,18.79,305
310 Ipswich,2006-05-01,17.42,310
311 Logan - Beaudesert,2006-05-01,44.38,311
313 Moreton Bay - North,2006-05-01,47.13,313
314 Moreton Bay - South,2006-05-01,41.69,314
306 Cairns,2006-05-01,31.07,306
307 Darling Downs - Maranoa,2006-05-01,37.59,307
308 Fitzroy,2006-05-01,40.57,308
309 Gold Coast,2006-05-01,42.74,309
312 Mackay,2006-05-01,33.86,312
315 Queensland - Outback,2006-05-01,47.21,315
316 Sunshine Coast,2006-05-01,44.06,316
317 Toowoomba,2006-05-01,35.24,317
318 Townsville,2006-05-01,37.19,318
319 Wide Bay,2006-05-01,36.05,319
401 Adelaide - Central and Hills,2006-05-01,40.57,401
402 Adelaide - North,2006-05-01,21.38,402
403 Adelaide - South,2006-05-01,42.86,403
404 Adelaide - West,2006-05-01,33.18,404
405 Barossa - Yorke - Mid North,2006-05-01,31.40,405
406 South Australia - Outback,2006-05-01,41.59,406
407 South Australia - South East,2006-05-01,41.40,407
502 Mandurah,2006-05-01,42.24,502
503 Perth - Inner,2006-05-01,54.31,503
504 Perth - North East,2006-05-01,14.86,504
505 Perth - North West,2006-05-01,36.46,505
506 Perth - South East,2006-05-01,32.23,506
507 Perth - South West,2006-05-01,36.06,507
501 Bunbury,2006-05-01,34.90,501
508 Western Australia - Outback,2006-05-01,44.80,508
509 Western Australia - Wheat Belt,2006-05-01,42.08,509
601 Hobart,2006-05-01,39.00,601
602 Launceston and North East,2006-05-01,28.72,602
603 Tasmania - South East,2006-05-01,38.39,603
604 Tasmania - West and North West,2006-05-01,43.89,604
701 Darwin,2006-05-01,43.32,701
702 Northern Territory - Outback,2006-05-01,32.51,702
801 Australian Capital Territory,2006-05-01,32.73,801
102 Central Coast,2007-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-05-01,37.17,115
116 Sydney - Blacktown,2007-05-01,23.34,116
117 Sydney - City and Inner South,2007-05-01,38.59,117
118 Sydney - Eastern Suburbs,2007-05-01,19.17,118
119 Sydney - Inner South West,2007-05-01,16.77,119
120 Sydney - Inner West,2007-05-01,36.09,120
121 Sydney - North Sydney and Hornsby,2007-05-01,20.00,121
122 Sydney - Northern Beaches,2007-05-01,13.08,122
123 Sydney - Outer South West,2007-05-01,23.19,123
124 Sydney - Outer West and Blue Mountains,2007-05-01,40.61,124
125 Sydney - Parramatta,2007-05-01,31.04,125
126 Sydney - Ryde,2007-05-01,33.33,126
127 Sydney - South West,2007-05-01,18.80,127
128 Sydney - Sutherland,2007-05-01,44.17,128
101 Capital Region,2007-05-01,26.15,101
103 New South Wales - Central West,2007-05-01,38.84,103
104 Coffs Harbour - Grafton,2007-05-01,37.88,104
105 Far West and Orana,2007-05-01,40.09,105
106 Hunter Valley exc Newcastle,2007-05-01,33.81,106
107 Illawarra,2007-05-01,45.30,107
108 Mid North Coast,2007-05-01,37.44,108
109 Murray,2007-05-01,39.20,109
110 New England and North West,2007-05-01,37.80,110
111 Newcastle and Lake Macquarie,2007-05-01,34.26,111
112 Richmond - Tweed,2007-05-01,33.81,112
113 Riverina,2007-05-01,33.24,113
114 Southern Highlands and Shoalhaven,2007-05-01,36.15,114
206 Melbourne - Inner,2007-05-01,36.55,206
207 Melbourne - Inner East,2007-05-01,16.40,207
208 Melbourne - Inner South,2007-05-01,17.62,208
209 Melbourne - North East,2007-05-01,20.44,209
210 Melbourne - North West,2007-05-01,33.00,210
211 Melbourne - Outer East,2007-05-01,39.61,211
212 Melbourne - South East,2007-05-01,34.29,212
213 Melbourne - West,2007-05-01,38.84,213
214 Mornington Peninsula,2007-05-01,40.10,214
201 Ballarat,2007-05-01,36.75,201
202 Bendigo,2007-05-01,39.74,202
203 Geelong,2007-05-01,36.34,203
204 Hume,2007-05-01,36.35,204
205 Latrobe - Gippsland,2007-05-01,42.51,205
215 Victoria - North West,2007-05-01,40.59,215
216 Shepparton,2007-05-01,32.65,216
217 Warrnambool and South West,2007-05-01,34.19,217
301 Brisbane - East,2007-05-01,38.18,301
302 Brisbane - North,2007-05-01,35.48,302
303 Brisbane - South,2007-05-01,29.45,303
304 Brisbane - West,2007-05-01,27.94,304
305 Brisbane Inner City,2007-05-01,19.48,305
310 Ipswich,2007-05-01,16.53,310
311 Logan - Beaudesert,2007-05-01,43.99,311
313 Moreton Bay - North,2007-05-01,45.29,313
314 Moreton Bay - South,2007-05-01,41.86,314
306 Cairns,2007-05-01,31.81,306
307 Darling Downs - Maranoa,2007-05-01,39.26,307
308 Fitzroy,2007-05-01,41.41,308
309 Gold Coast,2007-05-01,44.22,309
312 Mackay,2007-05-01,35.66,312
315 Queensland - Outback,2007-05-01,44.26,315
316 Sunshine Coast,2007-05-01,46.67,316
317 Toowoomba,2007-05-01,36.36,317
318 Townsville,2007-05-01,35.90,318
319 Wide Bay,2007-05-01,41.68,319
401 Adelaide - Central and Hills,2007-05-01,43.11,401
402 Adelaide - North,2007-05-01,22.63,402
403 Adelaide - South,2007-05-01,40.33,403
404 Adelaide - West,2007-05-01,31.03,404
405 Barossa - Yorke - Mid North,2007-05-01,33.08,405
406 South Australia - Outback,2007-05-01,38.49,406
407 South Australia - South East,2007-05-01,48.08,407
502 Mandurah,2007-05-01,41.09,502
503 Perth - Inner,2007-05-01,49.02,503
504 Perth - North East,2007-05-01,18.03,504
505 Perth - North West,2007-05-01,38.07,505
506 Perth - South East,2007-05-01,32.76,506
507 Perth - South West,2007-05-01,34.75,507
501 Bunbury,2007-05-01,34.86,501
508 Western Australia - Outback,2007-05-01,47.39,508
509 Western Australia - Wheat Belt,2007-05-01,48.95,509
601 Hobart,2007-05-01,39.57,601
602 Launceston and North East,2007-05-01,29.59,602
603 Tasmania - South East,2007-05-01,38.03,603
604 Tasmania - West and North West,2007-05-01,40.98,604
701 Darwin,2007-05-01,45.60,701
702 Northern Territory - Outback,2007-05-01,31.13,702
801 Australian Capital Territory,2007-05-01,39.80,801
102 Central Coast,2008-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-05-01,38.63,115
116 Sydney - Blacktown,2008-05-01,25.22,116
117 Sydney - City and Inner South,2008-05-01,40.92,117
118 Sydney - Eastern Suburbs,2008-05-01,19.09,118
119 Sydney - Inner South West,2008-05-01,17.02,119
120 Sydney - Inner West,2008-05-01,36.43,120
121 Sydney - North Sydney and Hornsby,2008-05-01,20.26,121
122 Sydney - Northern Beaches,2008-05-01,13.77,122
123 Sydney - Outer South West,2008-05-01,22.65,123
124 Sydney - Outer West and Blue Mountains,2008-05-01,38.52,124
125 Sydney - Parramatta,2008-05-01,34.14,125
126 Sydney - Ryde,2008-05-01,32.90,126
127 Sydney - South West,2008-05-01,16.06,127
128 Sydney - Sutherland,2008-05-01,45.19,128
101 Capital Region,2008-05-01,28.23,101
103 New South Wales - Central West,2008-05-01,35.26,103
104 Coffs Harbour - Grafton,2008-05-01,35.81,104
105 Far West and Orana,2008-05-01,35.92,105
106 Hunter Valley exc Newcastle,2008-05-01,32.54,106
107 Illawarra,2008-05-01,44.42,107
108 Mid North Coast,2008-05-01,38.84,108
109 Murray,2008-05-01,35.76,109
110 New England and North West,2008-05-01,44.12,110
111 Newcastle and Lake Macquarie,2008-05-01,34.03,111
112 Richmond - Tweed,2008-05-01,33.95,112
113 Riverina,2008-05-01,37.46,113
114 Southern Highlands and Shoalhaven,2008-05-01,35.98,114
206 Melbourne - Inner,2008-05-01,33.15,206
207 Melbourne - Inner East,2008-05-01,15.08,207
208 Melbourne - Inner South,2008-05-01,18.07,208
209 Melbourne - North East,2008-05-01,18.06,209
210 Melbourne - North West,2008-05-01,33.06,210
211 Melbourne - Outer East,2008-05-01,37.55,211
212 Melbourne - South East,2008-05-01,34.82,212
213 Melbourne - West,2008-05-01,38.69,213
214 Mornington Peninsula,2008-05-01,39.37,214
201 Ballarat,2008-05-01,36.63,201
202 Bendigo,2008-05-01,43.48,202
203 Geelong,2008-05-01,32.57,203
204 Hume,2008-05-01,36.60,204
205 Latrobe - Gippsland,2008-05-01,42.33,205
215 Victoria - North West,2008-05-01,39.62,215
216 Shepparton,2008-05-01,36.61,216
217 Warrnambool and South West,2008-05-01,42.26,217
301 Brisbane - East,2008-05-01,40.70,301
302 Brisbane - North,2008-05-01,38.75,302
303 Brisbane - South,2008-05-01,32.10,303
304 Brisbane - West,2008-05-01,25.85,304
305 Brisbane Inner City,2008-05-01,18.00,305
310 Ipswich,2008-05-01,16.60,310
311 Logan - Beaudesert,2008-05-01,44.35,311
313 Moreton Bay - North,2008-05-01,42.12,313
314 Moreton Bay - South,2008-05-01,39.16,314
306 Cairns,2008-05-01,29.34,306
307 Darling Downs - Maranoa,2008-05-01,41.56,307
308 Fitzroy,2008-05-01,36.81,308
309 Gold Coast,2008-05-01,46.94,309
312 Mackay,2008-05-01,33.59,312
315 Queensland - Outback,2008-05-01,43.10,315
316 Sunshine Coast,2008-05-01,48.90,316
317 Toowoomba,2008-05-01,33.15,317
318 Townsville,2008-05-01,35.97,318
319 Wide Bay,2008-05-01,41.17,319
401 Adelaide - Central and Hills,2008-05-01,41.62,401
402 Adelaide - North,2008-05-01,22.34,402
403 Adelaide - South,2008-05-01,37.04,403
404 Adelaide - West,2008-05-01,32.64,404
405 Barossa - Yorke - Mid North,2008-05-01,32.42,405
406 South Australia - Outback,2008-05-01,34.63,406
407 South Australia - South East,2008-05-01,45.14,407
502 Mandurah,2008-05-01,42.03,502
503 Perth - Inner,2008-05-01,46.89,503
504 Perth - North East,2008-05-01,14.47,504
505 Perth - North West,2008-05-01,39.22,505
506 Perth - South East,2008-05-01,31.63,506
507 Perth - South West,2008-05-01,36.53,507
501 Bunbury,2008-05-01,36.43,501
508 Western Australia - Outback,2008-05-01,47.49,508
509 Western Australia - Wheat Belt,2008-05-01,47.57,509
601 Hobart,2008-05-01,38.28,601
602 Launceston and North East,2008-05-01,28.24,602
603 Tasmania - South East,2008-05-01,37.84,603
604 Tasmania - West and North West,2008-05-01,43.17,604
701 Darwin,2008-05-01,47.23,701
702 Northern Territory - Outback,2008-05-01,30.51,702
801 Australian Capital Territory,2008-05-01,37.63,801
102 Central Coast,2009-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-05-01,35.14,115
116 Sydney - Blacktown,2009-05-01,22.17,116
117 Sydney - City and Inner South,2009-05-01,43.88,117
118 Sydney - Eastern Suburbs,2009-05-01,17.68,118
119 Sydney - Inner South West,2009-05-01,15.80,119
120 Sydney - Inner West,2009-05-01,36.35,120
121 Sydney - North Sydney and Hornsby,2009-05-01,19.53,121
122 Sydney - Northern Beaches,2009-05-01,13.57,122
123 Sydney - Outer South West,2009-05-01,24.62,123
124 Sydney - Outer West and Blue Mountains,2009-05-01,32.66,124
125 Sydney - Parramatta,2009-05-01,33.95,125
126 Sydney - Ryde,2009-05-01,31.26,126
127 Sydney - South West,2009-05-01,19.45,127
128 Sydney - Sutherland,2009-05-01,46.66,128
101 Capital Region,2009-05-01,26.06,101
103 New South Wales - Central West,2009-05-01,29.05,103
104 Coffs Harbour - Grafton,2009-05-01,43.94,104
105 Far West and Orana,2009-05-01,36.61,105
106 Hunter Valley exc Newcastle,2009-05-01,26.73,106
107 Illawarra,2009-05-01,43.27,107
108 Mid North Coast,2009-05-01,37.12,108
109 Murray,2009-05-01,33.32,109
110 New England and North West,2009-05-01,33.24,110
111 Newcastle and Lake Macquarie,2009-05-01,39.52,111
112 Richmond - Tweed,2009-05-01,33.45,112
113 Riverina,2009-05-01,38.74,113
114 Southern Highlands and Shoalhaven,2009-05-01,44.65,114
206 Melbourne - Inner,2009-05-01,32.94,206
207 Melbourne - Inner East,2009-05-01,16.00,207
208 Melbourne - Inner South,2009-05-01,18.11,208
209 Melbourne - North East,2009-05-01,16.65,209
210 Melbourne - North West,2009-05-01,31.64,210
211 Melbourne - Outer East,2009-05-01,38.64,211
212 Melbourne - South East,2009-05-01,31.58,212
213 Melbourne - West,2009-05-01,36.88,213
214 Mornington Peninsula,2009-05-01,36.79,214
201 Ballarat,2009-05-01,36.19,201
202 Bendigo,2009-05-01,38.96,202
203 Geelong,2009-05-01,34.10,203
204 Hume,2009-05-01,34.96,204
205 Latrobe - Gippsland,2009-05-01,46.30,205
215 Victoria - North West,2009-05-01,40.43,215
216 Shepparton,2009-05-01,37.74,216
217 Warrnambool and South West,2009-05-01,41.34,217
301 Brisbane - East,2009-05-01,42.28,301
302 Brisbane - North,2009-05-01,32.20,302
303 Brisbane - South,2009-05-01,33.32,303
304 Brisbane - West,2009-05-01,25.21,304
305 Brisbane Inner City,2009-05-01,12.12,305
310 Ipswich,2009-05-01,18.52,310
311 Logan - Beaudesert,2009-05-01,44.13,311
313 Moreton Bay - North,2009-05-01,43.17,313
314 Moreton Bay - South,2009-05-01,36.71,314
306 Cairns,2009-05-01,29.27,306
307 Darling Downs - Maranoa,2009-05-01,39.70,307
308 Fitzroy,2009-05-01,36.60,308
309 Gold Coast,2009-05-01,51.31,309
312 Mackay,2009-05-01,34.25,312
315 Queensland - Outback,2009-05-01,44.27,315
316 Sunshine Coast,2009-05-01,46.66,316
317 Toowoomba,2009-05-01,33.97,317
318 Townsville,2009-05-01,36.25,318
319 Wide Bay,2009-05-01,39.93,319
401 Adelaide - Central and Hills,2009-05-01,43.68,401
402 Adelaide - North,2009-05-01,21.78,402
403 Adelaide - South,2009-05-01,41.58,403
404 Adelaide - West,2009-05-01,31.47,404
405 Barossa - Yorke - Mid North,2009-05-01,31.31,405
406 South Australia - Outback,2009-05-01,41.16,406
407 South Australia - South East,2009-05-01,35.29,407
502 Mandurah,2009-05-01,38.43,502
503 Perth - Inner,2009-05-01,44.66,503
504 Perth - North East,2009-05-01,18.28,504
505 Perth - North West,2009-05-01,36.10,505
506 Perth - South East,2009-05-01,32.24,506
507 Perth - South West,2009-05-01,39.18,507
501 Bunbury,2009-05-01,35.79,501
508 Western Australia - Outback,2009-05-01,42.28,508
509 Western Australia - Wheat Belt,2009-05-01,47.19,509
601 Hobart,2009-05-01,41.81,601
602 Launceston and North East,2009-05-01,28.64,602
603 Tasmania - South East,2009-05-01,36.18,603
604 Tasmania - West and North West,2009-05-01,38.17,604
701 Darwin,2009-05-01,44.76,701
702 Northern Territory - Outback,2009-05-01,29.69,702
801 Australian Capital Territory,2009-05-01,38.15,801
102 Central Coast,2010-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-05-01,32.16,115
