Labour market region (SA4): ASGS (2011),date,percent parttime,sa4_code_2011
205 Latrobe - Gippsland,2007-05-01,0.1914,205
215 Victoria - North West,2007-05-01,0.2439,215
216 Shepparton,2007-05-01,0.2078,216
217 Warrnambool and South West,2007-05-01,0.1877,217
301 Brisbane - East,2007-05-01,0.1945,301
302 Brisbane - North,2007-05-01,0.2847,302
303 Brisbane - South,2007-05-01,0.3454,303
304 Brisbane - West,2007-05-01,0.2821,304
305 Brisbane Inner City,2007-05-01,0.2623,305
310 Ipswich,2007-05-01,0.2596,310
311 Logan - Beaudesert,2007-05-01,0.2356,311
313 Moreton Bay - North,2007-05-01,0.2739,313
314 Moreton Bay - South,2007-05-01,0.2722,314
306 Cairns,2007-05-01,0.3305,306
307 Darling Downs - Maranoa,2007-05-01,0.254,307
308 Fitzroy,2007-05-01,0.1813,308
309 Gold Coast,2007-05-01,0.2343,309
312 Mackay,2007-05-01,0.2661,312
315 Queensland - Outback,2007-05-01,0.2154,315
316 Sunshine Coast,2007-05-01,0.1815,316
317 Toowoomba,2007-05-01,0.2749,317
318 Townsville,2007-05-01,0.2542,318
319 Wide Bay,2007-05-01,0.2623,319
401 Adelaide - Central and Hills,2007-05-01,0.2223,401
402 Adelaide - North,2007-05-01,0.2372,402
403 Adelaide - South,2007-05-01,0.2746,403
404 Adelaide - West,2007-05-01,0.271,404
405 Barossa - Yorke - Mid North,2007-05-01,0.2712,405
406 South Australia - Outback,2007-05-01,0.2192,406
407 South Australia - South East,2007-05-01,0.1737,407
502 Mandurah,2007-05-01,0.1742,502
503 Perth - Inner,2007-05-01,0.1887,503
504 Perth - North East,2007-05-01,0.1933,504
505 Perth - North West,2007-05-01,0.2505,505
506 Perth - South East,2007-05-01,0.2691,506
507 Perth - South West,2007-05-01,0.2643,507
501 Bunbury,2007-05-01,0.2642,501
508 Western Australia - Outback,2007-05-01,0.2112,508
509 Western Australia - Wheat Belt,2007-05-01,0.1706,509
601 Hobart,2007-05-01,0.1864,601
602 Launceston and North East,2007-05-01,0.2624,602
603 Tasmania - South East,2007-05-01,0.2193,603
604 Tasmania - West and North West,2007-05-01,0.1843,604
701 Darwin,2007-05-01,0.2208,701
702 Northern Territory - Outback,2007-05-01,0.259,702
801 Australian Capital Territory,2007-05-01,0.1692,801
102 Central Coast,2008-05-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-05-01,0.2485,115
116 Sydney - Blacktown,2008-05-01,0.2703,116
117 Sydney - City and Inner South,2008-05-01,0.2464,117
118 Sydney - Eastern Suburbs,2008-05-01,0.2373,118
119 Sydney - Inner South West,2008-05-01,0.212,119
120 Sydney - Inner West,2008-05-01,0.275,120
121 Sydney - North Sydney and Hornsby,2008-05-01,0.2434,121
122 Sydney - Northern Beaches,2008-05-01,0.2296,122
123 Sydney - Outer South West,2008-05-01,0.2189,123
124 Sydney - Outer West and Blue Mountains,2008-05-01,0.3134,124
125 Sydney - Parramatta,2008-05-01,0.2595,125
126 Sydney - Ryde,2008-05-01,0.2943,126
127 Sydney - South West,2008-05-01,0.2665,127
128 Sydney - Sutherland,2008-05-01,0.2753,128
101 Capital Region,2008-05-01,0.248,101
103 New South Wales - Central West,2008-05-01,0.2322,103
104 Coffs Harbour - Grafton,2008-05-01,0.2635,104
105 Far West and Orana,2008-05-01,0.263,105
106 Hunter Valley exc Newcastle,2008-05-01,0.1806,106
107 Illawarra,2008-05-01,0.2252,107
108 Mid North Coast,2008-05-01,0.2415,108
109 Murray,2008-05-01,0.2727,109
110 New England and North West,2008-05-01,0.2144,110
111 Newcastle and Lake Macquarie,2008-05-01,0.1679,111
112 Richmond - Tweed,2008-05-01,0.2537,112
113 Riverina,2008-05-01,0.2212,113
114 Southern Highlands and Shoalhaven,2008-05-01,0.2549,114
206 Melbourne - Inner,2008-05-01,0.2208,206
207 Melbourne - Inner East,2008-05-01,0.2376,207
208 Melbourne - Inner South,2008-05-01,0.2623,208
209 Melbourne - North East,2008-05-01,0.2428,209
210 Melbourne - North West,2008-05-01,0.2727,210
211 Melbourne - Outer East,2008-05-01,0.2892,211
212 Melbourne - South East,2008-05-01,0.2494,212
213 Melbourne - West,2008-05-01,0.2704,213
214 Mornington Peninsula,2008-05-01,0.2766,214
201 Ballarat,2008-05-01,0.2845,201
202 Bendigo,2008-05-01,0.2399,202
203 Geelong,2008-05-01,0.2298,203
204 Hume,2008-05-01,0.2212,204
205 Latrobe - Gippsland,2008-05-01,0.2204,205
215 Victoria - North West,2008-05-01,0.2335,215
216 Shepparton,2008-05-01,0.201,216
217 Warrnambool and South West,2008-05-01,0.1766,217
301 Brisbane - East,2008-05-01,0.212,301
302 Brisbane - North,2008-05-01,0.2767,302
303 Brisbane - South,2008-05-01,0.2876,303
304 Brisbane - West,2008-05-01,0.2911,304
305 Brisbane Inner City,2008-05-01,0.2369,305
310 Ipswich,2008-05-01,0.2573,310
311 Logan - Beaudesert,2008-05-01,0.2509,311
313 Moreton Bay - North,2008-05-01,0.2536,313
314 Moreton Bay - South,2008-05-01,0.2617,314
306 Cairns,2008-05-01,0.2959,306
307 Darling Downs - Maranoa,2008-05-01,0.2287,307
308 Fitzroy,2008-05-01,0.1985,308
309 Gold Coast,2008-05-01,0.2131,309
312 Mackay,2008-05-01,0.2903,312
315 Queensland - Outback,2008-05-01,0.2177,315
316 Sunshine Coast,2008-05-01,0.1275,316
317 Toowoomba,2008-05-01,0.2609,317
318 Townsville,2008-05-01,0.2727,318
319 Wide Bay,2008-05-01,0.2576,319
401 Adelaide - Central and Hills,2008-05-01,0.2136,401
402 Adelaide - North,2008-05-01,0.2492,402
403 Adelaide - South,2008-05-01,0.2758,403
404 Adelaide - West,2008-05-01,0.2457,404
405 Barossa - Yorke - Mid North,2008-05-01,0.2879,405
406 South Australia - Outback,2008-05-01,0.2437,406
407 South Australia - South East,2008-05-01,0.1953,407
502 Mandurah,2008-05-01,0.2069,502
503 Perth - Inner,2008-05-01,0.1997,503
504 Perth - North East,2008-05-01,0.1989,504
505 Perth - North West,2008-05-01,0.2497,505
506 Perth - South East,2008-05-01,0.2507,506
507 Perth - South West,2008-05-01,0.2569,507
501 Bunbury,2008-05-01,0.2392,501
508 Western Australia - Outback,2008-05-01,0.2065,508
509 Western Australia - Wheat Belt,2008-05-01,0.1692,509
601 Hobart,2008-05-01,0.2005,601
602 Launceston and North East,2008-05-01,0.2617,602
603 Tasmania - South East,2008-05-01,0.2161,603
604 Tasmania - West and North West,2008-05-01,0.1596,604
701 Darwin,2008-05-01,0.2093,701
702 Northern Territory - Outback,2008-05-01,0.2522,702
801 Australian Capital Territory,2008-05-01,0.1717,801
102 Central Coast,2009-05-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-05-01,0.2381,115
116 Sydney - Blacktown,2009-05-01,0.2734,116
117 Sydney - City and Inner South,2009-05-01,0.2324,117
118 Sydney - Eastern Suburbs,2009-05-01,0.2296,118
119 Sydney - Inner South West,2009-05-01,0.2348,119
120 Sydney - Inner West,2009-05-01,0.2822,120
121 Sydney - North Sydney and Hornsby,2009-05-01,0.2566,121
122 Sydney - Northern Beaches,2009-05-01,0.2236,122
123 Sydney - Outer South West,2009-05-01,0.203,123
124 Sydney - Outer West and Blue Mountains,2009-05-01,0.3204,124
125 Sydney - Parramatta,2009-05-01,0.2686,125
126 Sydney - Ryde,2009-05-01,0.2731,126
127 Sydney - South West,2009-05-01,0.2848,127
128 Sydney - Sutherland,2009-05-01,0.2685,128
101 Capital Region,2009-05-01,0.2984,101
103 New South Wales - Central West,2009-05-01,0.2148,103
104 Coffs Harbour - Grafton,2009-05-01,0.227,104
105 Far West and Orana,2009-05-01,0.2654,105
106 Hunter Valley exc Newcastle,2009-05-01,0.2267,106
107 Illawarra,2009-05-01,0.2228,107
108 Mid North Coast,2009-05-01,0.256,108
109 Murray,2009-05-01,0.2685,109
110 New England and North West,2009-05-01,0.2258,110
111 Newcastle and Lake Macquarie,2009-05-01,0.1865,111
112 Richmond - Tweed,2009-05-01,0.2723,112
113 Riverina,2009-05-01,0.2275,113
114 Southern Highlands and Shoalhaven,2009-05-01,0.2132,114
206 Melbourne - Inner,2009-05-01,0.2622,206
207 Melbourne - Inner East,2009-05-01,0.2276,207
208 Melbourne - Inner South,2009-05-01,0.2633,208
209 Melbourne - North East,2009-05-01,0.2699,209
210 Melbourne - North West,2009-05-01,0.2546,210
211 Melbourne - Outer East,2009-05-01,0.2821,211
212 Melbourne - South East,2009-05-01,0.2572,212
213 Melbourne - West,2009-05-01,0.2735,213
214 Mornington Peninsula,2009-05-01,0.2593,214
201 Ballarat,2009-05-01,0.3012,201
202 Bendigo,2009-05-01,0.2228,202
203 Geelong,2009-05-01,0.2058,203
204 Hume,2009-05-01,0.2629,204
205 Latrobe - Gippsland,2009-05-01,0.1754,205
215 Victoria - North West,2009-05-01,0.1757,215
216 Shepparton,2009-05-01,0.2203,216
217 Warrnambool and South West,2009-05-01,0.1918,217
301 Brisbane - East,2009-05-01,0.1973,301
302 Brisbane - North,2009-05-01,0.3172,302
303 Brisbane - South,2009-05-01,0.2634,303
304 Brisbane - West,2009-05-01,0.2883,304
305 Brisbane Inner City,2009-05-01,0.2246,305
310 Ipswich,2009-05-01,0.2134,310
311 Logan - Beaudesert,2009-05-01,0.2453,311
313 Moreton Bay - North,2009-05-01,0.2711,313
314 Moreton Bay - South,2009-05-01,0.2647,314
306 Cairns,2009-05-01,0.2745,306
307 Darling Downs - Maranoa,2009-05-01,0.2468,307
308 Fitzroy,2009-05-01,0.1674,308
309 Gold Coast,2009-05-01,0.2242,309
312 Mackay,2009-05-01,0.2707,312
315 Queensland - Outback,2009-05-01,0.2328,315
316 Sunshine Coast,2009-05-01,0.1319,316
317 Toowoomba,2009-05-01,0.2625,317
318 Townsville,2009-05-01,0.2961,318
319 Wide Bay,2009-05-01,0.255,319
401 Adelaide - Central and Hills,2009-05-01,0.2385,401
402 Adelaide - North,2009-05-01,0.2388,402
403 Adelaide - South,2009-05-01,0.2473,403
404 Adelaide - West,2009-05-01,0.2592,404
405 Barossa - Yorke - Mid North,2009-05-01,0.2861,405
406 South Australia - Outback,2009-05-01,0.1696,406
407 South Australia - South East,2009-05-01,0.1761,407
502 Mandurah,2009-05-01,0.1745,502
503 Perth - Inner,2009-05-01,0.2287,503
504 Perth - North East,2009-05-01,0.2235,504
505 Perth - North West,2009-05-01,0.242,505
506 Perth - South East,2009-05-01,0.28,506
507 Perth - South West,2009-05-01,0.2333,507
501 Bunbury,2009-05-01,0.2229,501
508 Western Australia - Outback,2009-05-01,0.2371,508
509 Western Australia - Wheat Belt,2009-05-01,0.1703,509
601 Hobart,2009-05-01,0.1783,601
602 Launceston and North East,2009-05-01,0.2513,602
603 Tasmania - South East,2009-05-01,0.249,603
604 Tasmania - West and North West,2009-05-01,0.2123,604
701 Darwin,2009-05-01,0.1953,701
702 Northern Territory - Outback,2009-05-01,0.2599,702
801 Australian Capital Territory,2009-05-01,0.1912,801
102 Central Coast,2010-05-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-05-01,0.2807,115
116 Sydney - Blacktown,2010-05-01,0.2779,116
117 Sydney - City and Inner South,2010-05-01,0.2647,117
118 Sydney - Eastern Suburbs,2010-05-01,0.2016,118
119 Sydney - Inner South West,2010-05-01,0.2071,119
120 Sydney - Inner West,2010-05-01,0.2864,120
121 Sydney - North Sydney and Hornsby,2010-05-01,0.2419,121
122 Sydney - Northern Beaches,2010-05-01,0.2047,122
123 Sydney - Outer South West,2010-05-01,0.2365,123
124 Sydney - Outer West and Blue Mountains,2010-05-01,0.2992,124
125 Sydney - Parramatta,2010-05-01,0.241,125
126 Sydney - Ryde,2010-05-01,0.2591,126
127 Sydney - South West,2010-05-01,0.2475,127
128 Sydney - Sutherland,2010-05-01,0.2745,128
101 Capital Region,2010-05-01,0.2742,101
103 New South Wales - Central West,2010-05-01,0.2533,103
104 Coffs Harbour - Grafton,2010-05-01,0.2348,104
105 Far West and Orana,2010-05-01,0.2516,105
106 Hunter Valley exc Newcastle,2010-05-01,0.1713,106
107 Illawarra,2010-05-01,0.1995,107
108 Mid North Coast,2010-05-01,0.2248,108
109 Murray,2010-05-01,0.2615,109
110 New England and North West,2010-05-01,0.2289,110
111 Newcastle and Lake Macquarie,2010-05-01,0.1912,111
112 Richmond - Tweed,2010-05-01,0.2657,112
113 Riverina,2010-05-01,0.2047,113
114 Southern Highlands and Shoalhaven,2010-05-01,0.2018,114
206 Melbourne - Inner,2010-05-01,0.2347,206
207 Melbourne - Inner East,2010-05-01,0.2141,207
208 Melbourne - Inner South,2010-05-01,0.2601,208
209 Melbourne - North East,2010-05-01,0.2748,209
210 Melbourne - North West,2010-05-01,0.2585,210
211 Melbourne - Outer East,2010-05-01,0.2661,211
212 Melbourne - South East,2010-05-01,0.268,212
213 Melbourne - West,2010-05-01,0.2541,213
214 Mornington Peninsula,2010-05-01,0.2694,214
201 Ballarat,2010-05-01,0.2484,201
202 Bendigo,2010-05-01,0.1878,202
203 Geelong,2010-05-01,0.2825,203
204 Hume,2010-05-01,0.2209,204
205 Latrobe - Gippsland,2010-05-01,0.2074,205
215 Victoria - North West,2010-05-01,0.1811,215
216 Shepparton,2010-05-01,0.2099,216
217 Warrnambool and South West,2010-05-01,0.1768,217
301 Brisbane - East,2010-05-01,0.1691,301
302 Brisbane - North,2010-05-01,0.2646,302
303 Brisbane - South,2010-05-01,0.2706,303
304 Brisbane - West,2010-05-01,0.2731,304
305 Brisbane Inner City,2010-05-01,0.2266,305
310 Ipswich,2010-05-01,0.2421,310
311 Logan - Beaudesert,2010-05-01,0.2571,311
313 Moreton Bay - North,2010-05-01,0.2884,313
314 Moreton Bay - South,2010-05-01,0.2494,314
306 Cairns,2010-05-01,0.2885,306
307 Darling Downs - Maranoa,2010-05-01,0.2542,307
308 Fitzroy,2010-05-01,0.2123,308
309 Gold Coast,2010-05-01,0.2148,309
312 Mackay,2010-05-01,0.2809,312
315 Queensland - Outback,2010-05-01,0.2175,315
316 Sunshine Coast,2010-05-01,0.1479,316
317 Toowoomba,2010-05-01,0.2306,317
318 Townsville,2010-05-01,0.2422,318
319 Wide Bay,2010-05-01,0.2441,319
401 Adelaide - Central and Hills,2010-05-01,0.2072,401
402 Adelaide - North,2010-05-01,0.2458,402
403 Adelaide - South,2010-05-01,0.2599,403
404 Adelaide - West,2010-05-01,0.2627,404
405 Barossa - Yorke - Mid North,2010-05-01,0.2831,405
406 South Australia - Outback,2010-05-01,0.1883,406
407 South Australia - South East,2010-05-01,0.2022,407
502 Mandurah,2010-05-01,0.1852,502
503 Perth - Inner,2010-05-01,0.228,503
504 Perth - North East,2010-05-01,0.1967,504
505 Perth - North West,2010-05-01,0.2604,505
506 Perth - South East,2010-05-01,0.2571,506
507 Perth - South West,2010-05-01,0.2368,507
501 Bunbury,2010-05-01,0.2406,501
508 Western Australia - Outback,2010-05-01,0.2362,508
509 Western Australia - Wheat Belt,2010-05-01,0.1718,509
601 Hobart,2010-05-01,0.2121,601
602 Launceston and North East,2010-05-01,0.2633,602
603 Tasmania - South East,2010-05-01,0.2499,603
604 Tasmania - West and North West,2010-05-01,0.1886,604
701 Darwin,2010-05-01,0.2099,701
702 Northern Territory - Outback,2010-05-01,0.2594,702
801 Australian Capital Territory,2010-05-01,0.1856,801
102 Central Coast,2011-05-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-05-01,0.279,115
116 Sydney - Blacktown,2011-05-01,0.243,116
117 Sydney - City and Inner South,2011-05-01,0.3046,117
118 Sydney - Eastern Suburbs,2011-05-01,0.2189,118
119 Sydney - Inner South West,2011-05-01,0.226,119
120 Sydney - Inner West,2011-05-01,0.2887,120
121 Sydney - North Sydney and Hornsby,2011-05-01,0.2579,121
122 Sydney - Northern Beaches,2011-05-01,0.2231,122
123 Sydney - Outer South West,2011-05-01,0.2148,123
124 Sydney - Outer West and Blue Mountains,2011-05-01,0.2425,124
125 Sydney - Parramatta,2011-05-01,0.2574,125
126 Sydney - Ryde,2011-05-01,0.2717,126
127 Sydney - South West,2011-05-01,0.2712,127
128 Sydney - Sutherland,2011-05-01,0.281,128
101 Capital Region,2011-05-01,0.2852,101
103 New South Wales - Central West,2011-05-01,0.2213,103
104 Coffs Harbour - Grafton,2011-05-01,0.1774,104
105 Far West and Orana,2011-05-01,0.2459,105
106 Hunter Valley exc Newcastle,2011-05-01,0.1847,106
107 Illawarra,2011-05-01,0.2414,107
108 Mid North Coast,2011-05-01,0.2466,108
109 Murray,2011-05-01,0.2295,109
110 New England and North West,2011-05-01,0.1834,110
111 Newcastle and Lake Macquarie,2011-05-01,0.2293,111
112 Richmond - Tweed,2011-05-01,0.245,112
113 Riverina,2011-05-01,0.2141,113
114 Southern Highlands and Shoalhaven,2011-05-01,0.1988,114
206 Melbourne - Inner,2011-05-01,0.1763,206
207 Melbourne - Inner East,2011-05-01,0.2143,207
208 Melbourne - Inner South,2011-05-01,0.2396,208
209 Melbourne - North East,2011-05-01,0.2626,209
210 Melbourne - North West,2011-05-01,0.2606,210
211 Melbourne - Outer East,2011-05-01,0.2678,211
212 Melbourne - South East,2011-05-01,0.2756,212
213 Melbourne - West,2011-05-01,0.2591,213
214 Mornington Peninsula,2011-05-01,0.2711,214
201 Ballarat,2011-05-01,0.258,201
202 Bendigo,2011-05-01,0.209,202
203 Geelong,2011-05-01,0.232,203
204 Hume,2011-05-01,0.2512,204
205 Latrobe - Gippsland,2011-05-01,0.1973,205
215 Victoria - North West,2011-05-01,0.2008,215
216 Shepparton,2011-05-01,0.1966,216
217 Warrnambool and South West,2011-05-01,0.204,217
301 Brisbane - East,2011-05-01,0.1901,301
302 Brisbane - North,2011-05-01,0.281,302
303 Brisbane - South,2011-05-01,0.2884,303
304 Brisbane - West,2011-05-01,0.2816,304
305 Brisbane Inner City,2011-05-01,0.2499,305
310 Ipswich,2011-05-01,0.234,310
311 Logan - Beaudesert,2011-05-01,0.2453,311
313 Moreton Bay - North,2011-05-01,0.2654,313
314 Moreton Bay - South,2011-05-01,0.2701,314
306 Cairns,2011-05-01,0.2824,306
307 Darling Downs - Maranoa,2011-05-01,0.2428,307
308 Fitzroy,2011-05-01,0.2168,308
309 Gold Coast,2011-05-01,0.2022,309
312 Mackay,2011-05-01,0.2431,312
315 Queensland - Outback,2011-05-01,0.1909,315
316 Sunshine Coast,2011-05-01,0.1714,316
317 Toowoomba,2011-05-01,0.2525,317
318 Townsville,2011-05-01,0.235,318
319 Wide Bay,2011-05-01,0.2605,319
401 Adelaide - Central and Hills,2011-05-01,0.2341,401
402 Adelaide - North,2011-05-01,0.2484,402
403 Adelaide - South,2011-05-01,0.2684,403
404 Adelaide - West,2011-05-01,0.2622,404
405 Barossa - Yorke - Mid North,2011-05-01,0.2766,405
406 South Australia - Outback,2011-05-01,0.1549,406
407 South Australia - South East,2011-05-01,0.1739,407
502 Mandurah,2011-05-01,0.1965,502
503 Perth - Inner,2011-05-01,0.2413,503
504 Perth - North East,2011-05-01,0.2054,504
505 Perth - North West,2011-05-01,0.2143,505
506 Perth - South East,2011-05-01,0.254,506
507 Perth - South West,2011-05-01,0.2419,507
501 Bunbury,2011-05-01,0.2251,501
508 Western Australia - Outback,2011-05-01,0.2108,508
509 Western Australia - Wheat Belt,2011-05-01,0.187,509
601 Hobart,2011-05-01,0.1721,601
602 Launceston and North East,2011-05-01,0.2622,602
603 Tasmania - South East,2011-05-01,0.2343,603
604 Tasmania - West and North West,2011-05-01,0.179,604
701 Darwin,2011-05-01,0.2164,701
702 Northern Territory - Outback,2011-05-01,0.2652,702
801 Australian Capital Territory,2011-05-01,0.1882,801
102 Central Coast,2012-05-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2012-05-01,0.2664,115
116 Sydney - Blacktown,2012-05-01,0.2695,116
117 Sydney - City and Inner South,2012-05-01,0.2753,117
118 Sydney - Eastern Suburbs,2012-05-01,0.2208,118
119 Sydney - Inner South West,2012-05-01,0.2372,119
120 Sydney - Inner West,2012-05-01,0.2691,120
121 Sydney - North Sydney and Hornsby,2012-05-01,0.2312,121
122 Sydney - Northern Beaches,2012-05-01,0.2196,122
123 Sydney - Outer South West,2012-05-01,0.2386,123
124 Sydney - Outer West and Blue Mountains,2012-05-01,0.2785,124
125 Sydney - Parramatta,2012-05-01,0.25,125
126 Sydney - Ryde,2012-05-01,0.27,126
127 Sydney - South West,2012-05-01,0.2881,127
128 Sydney - Sutherland,2012-05-01,0.2607,128
101 Capital Region,2012-05-01,0.2846,101
103 New South Wales - Central West,2012-05-01,0.2189,103
104 Coffs Harbour - Grafton,2012-05-01,0.2144,104
105 Far West and Orana,2012-05-01,0.2869,105
106 Hunter Valley exc Newcastle,2012-05-01,0.1897,106
107 Illawarra,2012-05-01,0.2131,107
108 Mid North Coast,2012-05-01,0.2533,108
109 Murray,2012-05-01,0.2492,109
110 New England and North West,2012-05-01,0.2019,110
111 Newcastle and Lake Macquarie,2012-05-01,0.248,111
112 Richmond - Tweed,2012-05-01,0.2287,112
113 Riverina,2012-05-01,0.2157,113
114 Southern Highlands and Shoalhaven,2012-05-01,0.2062,114
206 Melbourne - Inner,2012-05-01,0.2473,206
207 Melbourne - Inner East,2012-05-01,0.1968,207
208 Melbourne - Inner South,2012-05-01,0.209,208
209 Melbourne - North East,2012-05-01,0.2313,209
210 Melbourne - North West,2012-05-01,0.2677,210
211 Melbourne - Outer East,2012-05-01,0.3127,211
212 Melbourne - South East,2012-05-01,0.2703,212
213 Melbourne - West,2012-05-01,0.268,213
214 Mornington Peninsula,2012-05-01,0.2702,214
201 Ballarat,2012-05-01,0.2852,201
202 Bendigo,2012-05-01,0.2234,202
203 Geelong,2012-05-01,0.2094,203
204 Hume,2012-05-01,0.2039,204
205 Latrobe - Gippsland,2012-05-01,0.1717,205
215 Victoria - North West,2012-05-01,0.2209,215
